cr714__requestsid,cr714_additionalinformation,cr714_currentstate,cr714_delegates,cr714_desiredfuturestate,cr714_disposition,cr714_howdiscovered,cr714_impact,importsequencenumber,cr714_location,cr714_name,cr714_program,cr714_projecttype,cr714_sg1comment,cr714_sg1notes,cr714_shorttitle,cr714_sponsornameflat,cr714_spotid,statuscode,statecode,timezoneruleversionnumber,cr714_timestamp_dqcheck,cr714_timestamp_pirtassessment,cr714_timestamp_prioritized,cr714_timestamp_projectcreation,cr714_timestamp_sg1review,cr714_timestamp_submitted,utcconversiontimezonecode,versionnumber,cr714_whenneeded,cr714_whenneededjustification,cr714_workflowstep,owningbusinessunit,cr714_sponsor.azureactivedirectoryobjectid
b9b5a337-e1a9-f011-bbd3-7c1e527d2157,Estimated cost for project is 300K. Project Plan in development.,Cell Bank does not have a changing room in place to allow for changing into scrubs. Cell Bank is out of compliance with Global Requirements.,,Cell Banking will have dedicated space to changing into scrubs.,Pending,Internal Audit,Cell Bank is operating outside the requirements established in Global Gowning for Cleanrooms SOP.,,200 Shire Way,[FY26] 200SW - INNOV -  Gowning Room for Cell Bank,Continuous Improvement & Innovation,Standard Project,,,[FY26] 200SW - INNOV -  Gowning Room for Cell Bank,Jason Picard,,1,0,0,2025-10-20 04:00:00.0000000,2025-10-25 04:00:00.0000000,2025-10-17 04:00:00.0000000,2025-10-31 19:30:29.0000000,2025-10-30 04:00:00.0000000,2025-10-16 14:35:39.0000000,,22734975,2026-04-13 04:00:00.0000000,The addition of a Gowning Room in Lexington Building 200 is required to support the use of scrubs in Cell Banking. The use of Scrubs is required per the Global Gowning Requirements for Cleanrooms -SOP-229527.,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,0059634d-dfb9-42fb-bf35-d94a1ff6afa3
81560a68-0fa5-f011-bbd2-7c1e527d2157,Potential risk of finding a vendor to make and deliver at reasonable cost and quality.,Current spool process requiring multiple manipulations to connect from the BRX to the sampling ports  thus creating more opportunities for contamination.,,"Less manual process with user-friendly SUT.
Single Use Technology (SUT) refers to disposable-based systems and components used in our bioreactor process. SUT components are used once and then discarded, greatly simplifying operations. We are targeting tubing (including spool tubing); and connectors. Some of the advantages of SUT over spool tubing includes:

Reduced risk of cross-contamination: No cleaning required—everything is sterile and disposed after use.
Faster turnaround: No need to clean and validate fixed piping.
Operational simplicity: Less complex maintenance and validation for operators.",Pending,"5-Day Contamination workshop (Sept 22-26, 2025) identified the spool piece as a possible contamination point.",Potential reduction in contamination and decreased operator interventions to sterile boundary.,,400 Shire Way,[OPEX] - 400SW - AGILE - Create effective SUT Design (Contamination Free Program),,Simple Project,,,[OPEX] - 400SW - AGILE - Create effective SUT Design (Contamination Free Program),Adam Kulczyk,,1,0,0,2025-10-20 04:00:00.0000000,2025-10-30 04:00:00.0000000,2025-10-10 04:00:00.0000000,2025-11-06 15:45:39.0000000,2025-11-05 05:00:00.0000000,2025-10-09 12:57:57.0000000,,22734959,2026-01-30 05:00:00.0000000,"Contributing factor to 5 contaminations in 4 months. Due to negative impact to PTRB, the design needs to be completed by this time.",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,2e206058-c2e1-46c0-b68c-28eeb02607e3
75c94dff-98a3-f011-bbd2-7c1e527d2157,Use of Spot would enable reduction in maintenance labor hours for plant rounds.,"Current MBO predictive maintenance routines fall short of Global One Takeda Engineering goals. There are limited number of PM routes for acoustical leak detection and thermal imaging. Additionally, there are numerous daily equipment rounds to monitor gauges that could be accomplished by a vision-enabled autonomous robot.",timothy.allen2@takeda.com,Autonomous robot performing designed routes of utility systems on a daily and shift basis to monitor equipment conditions.,Pending,"Engineering / Field Study: Subject Spot autonomous robot, manufactured by Boston Dynamics, was previewed at the International Maintenance Conference in 2023 and a site demonstration at 400 Shire Way was accomplished in 2024 to demonstrate feasibility.",Lack of predictive monitoring at MBO increases the probability and severity of equipment failures. The July 400SW water room steam leak is an example of a cascading failure that may have been detected before becoming catastrophic.,,400 Shire Way,[FY26] - MBO - INNOV - Autonomous Robot Industrial Inspection (S.P.O.T.),Continuous Improvement & Innovation,Standard Project,,,[FY26] - MBO - INNOV - Autonomous Robot Industrial Inspection (S.P.O.T.),Michael Allen,,1,0,0,2025-10-20 04:00:00.0000000,2025-10-25 04:00:00.0000000,2025-10-09 04:00:00.0000000,2025-10-31 19:45:57.0000000,2025-10-30 04:00:00.0000000,2025-10-08 04:00:00.0000000,,22734955,2026-07-31 04:00:00.0000000,Innovative solution and to support 50:50 PdM to PM ratio by 2030,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,df5ec455-709c-4745-9a0e-83ee131763b6
b8889fd3-eaa2-f011-bbd2-7c1e527d2157,"1 training unit (SG603A) is in use at APB (205). For the sake of this assessment, and with consideration for the expected lifetime of the Alewife facilities, this unit has been excluded from the scope.","We currently operate 8 obsolete SterilGard 603/A biosafety cabinets across Lexington manufacturing and QC. These units have been obsolete since January 2024, and beginning to see an elevated rate of performances issues and issues with spare parts acquistion (again due to obsolescence).",,Units replaced with non-obsolete technology.,Pending,Brought to the attention of RE by maintenance (Jeff Navarrete - Senior HVAC Technician).,"Active units are all operated by QC (Biochem, Sample, Micro, Cellbio), and in the event of their failure and/or complications related to spare parts unavailability, these departments will be unable to perform their base business tasks at full effectiveness.",,300 Shire Way,[FY26] - LEX - AIMP - Baker Biosafety Cabinet Replacement,Asset Investment Management Program,Standard Project,,,[FY26] - LEX - AIMP - Baker Biosafety Cabinet Replacement,Michael Allen,,1,0,0,2025-10-20 04:00:00.0000000,2025-10-25 04:00:00.0000000,2025-10-08 04:00:00.0000000,2025-10-31 19:46:33.0000000,2025-10-30 04:00:00.0000000,2025-10-07 04:00:00.0000000,,22734951,2027-03-31 04:00:00.0000000,Active obsolence; Concern over spare parts availability; Alignment with end of fiscal year,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,df5ec455-709c-4745-9a0e-83ee131763b6
b8f9b183-60ab-f011-bbd3-7c1e527e91a1,This project will require a facility shutdown to impletment the changes,"400SW has three production bioreactors and one under construction.  These will allow MBO to meet production demand through FY29, once the 4th bioreactor is completed.",,"Redesign the cell culture and adjecent rooms to allow for installation of two additional bioreactors, supporting seed bioreactors, and cell expansion equipment.  Remove interior walls and relocate exsiting equipment to fit the new layout, install new airlocks to meet the Takeda facility standard.  An additional 3000L buffer prep tank and supporting CIP skid will also be installed to meet the increased production demand.",Pending,Factory of the Future and Patient Supply Salt review,MBO will not be able to meet the projected production demands in FY30 and beyond with only 4 production bioreactors.,,400 Shire Way,[FY26-FY28] - 400SW - XOF  - BRX 5&6,Factory of the Future,Standard Project,,,[FY26-FY28] - 400SW - XOF  - BRX 5&6,Natalie Friel,,1,0,0,2025-11-10 05:00:00.0000000,2025-11-15 05:00:00.0000000,2025-11-05 05:00:00.0000000,2025-11-19 21:04:46.0000000,2025-11-18 05:00:00.0000000,2025-10-30 21:03:22.0000000,,22734947,2030-04-15 04:00:00.0000000,To support projected TAK-079 demand and future clinical pipeline,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,b5b1654c-02fc-4a2f-85d0-0f912c9ad724
67d54381-dba2-f011-bbd2-7c1e527d2157,"This project idea was cancelled based on discussion with Mike G, Mahesh, Ronn and Misbah",Currently have deployed older generation bands,,Approx 50 bands required for Upstream and 50 bands required for Downstream operations,Pending,Project-based,Operational efficiency,,200 Shire Way; 400 Shire Way,[FY26/27] DDT - NYMI Gen4 License,Site Digital Maturity,Base Business,,,[FY26/27] DDT - NYMI Gen4 License,Mahesh Kulkarni,,1,0,0,2025-10-20 04:00:00.0000000,2025-11-05 05:00:00.0000000,2025-10-08 04:00:00.0000000,2025-11-19 20:28:12.0000000,2025-11-18 05:00:00.0000000,2025-10-07 04:00:00.0000000,,22734943,2026-04-04 04:00:00.0000000,NYMI Gen4 bands are required for contactless authentication on the manufacturing floor.,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,c5b43226-8023-4165-8b39-e0a9dc464fec
e6d049e2-ae9f-f011-b41b-7c1e527d2157,Technical SME: Corey Barr,"The current RTUs at NR are aged, showing signs of wear, increasing failure, and contain obsolete refrigerant",,Replace units with new more sustainable and energy effecient models,Pending,Annual Equipment Lifecycle Management Assessment,Loss of refrigerant would be a costly repair and the current refrigerant is obsolete. RTUs support air needs in both GMP and non-GMP areas of the NR facility.,,North Reading Warehouse,[FY26] - 200RPD - AIMP - NR RTU Replacement - Phase 1 of 5,Asset Investment Management Program,Standard Project,,,[FY26] - 200RPD - AIMP - NR RTU Replacement - Phase 1 of 5,Michael Allen,,1,0,0,2025-10-15 04:00:00.0000000,2025-10-30 04:00:00.0000000,2025-10-10 04:00:00.0000000,2025-10-31 19:47:31.0000000,2025-10-30 04:00:00.0000000,2025-10-03 04:00:00.0000000,,22734935,2027-03-31 04:00:00.0000000,Align with end of the fiscal year,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,df5ec455-709c-4745-9a0e-83ee131763b6
da9b7958-619d-f011-b41b-7c1e527d2157,This will require an update to the site's product cross contamination risk assessment (REC-393008).,Current operations allow two products in an inoculum room as long as they are in different stages (flasks vs. waves).  A product must complete all flask (incubator) steps before a second product can be introduced to the room.  This will cause delays in production starting in FY26,kenneth.woodard@takeda.com,Two products can be run concurrently in the flask or wave steps within an inoculum room.  Only one product at a time will be in any incubator or wave cabinet.,Pending,This was discovered while building the production plan for FY26 and beyond.,This will cause delays in Manufacturing (lost opportunity) of up to 25 days during FY26,,400 Shire Way,[OPEX] - [FY26] 400SW - INNOV - Updated Multi-Product Inoculum Rooms,Continuous Improvement & Innovation,Standard Project,,,[OPEX] - [FY26] 400SW - INNOV - Updated Multi-Product Inoculum Rooms,Nathan Spillane,,1,0,0,2025-10-15 04:00:00.0000000,2025-10-20 04:00:00.0000000,2025-10-10 04:00:00.0000000,2025-10-31 19:49:20.0000000,2025-10-30 04:00:00.0000000,2025-09-30 04:00:00.0000000,,22734927,2026-03-31 04:00:00.0000000,The inoc rooms will become a production bottleneck by the beginning of FY26,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,95f71023-bb3c-4d7b-bc0d-b9871c3cd68b
3f2f4d57-08a6-f011-bbd3-7c1e527cd923,,THere is limited space for expansion of retain samples. There is a guide from Japan that we need to keep samples for 10 years.,,HAve adequate space to allocate samples according to the guides from regulatory agencies,Pending,New guides and current space available,Do not comply with regulatory agencies guidelines for samples retention,,North Reading Warehouse,[FY26] - 200RPD - QC - Raw Material Retain Storage,,Standard Project,,,[FY26] - 200RPD - QC - Raw Material Retain Storage,Filipe Thomas Steger,,1,0,0,2025-10-20 04:00:00.0000000,2025-10-25 04:00:00.0000000,2025-10-15 04:00:00.0000000,2025-10-31 19:32:55.0000000,2025-10-30 04:00:00.0000000,2025-10-10 18:56:10.0000000,,22734915,2027-12-21 05:00:00.0000000,QC at NR is lacking of space for raw materials/DS retain samples,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,23ebfc42-b5d1-47ab-a9d4-116e84f2222d
17f0ea6b-06a6-f011-bbd3-7c1e527cd923,,Some HPLC instruments are at end of life and will not be serviced anymore by the vendor.,,Have 4 HPLC installed at HPLC lab,Pending,AIMP program,QC will not be able to continue testing in these instruments due lack of service,,300 Shire Way,[FY26] - 300SW - QC-AIMP - HPLC instruments replacement,,Standard Project,,,[FY26] - 300SW - QC-AIMP - HPLC instruments replacement,Filipe Thomas Steger,,1,0,0,2025-10-20 04:00:00.0000000,2025-10-25 04:00:00.0000000,2025-10-15 04:00:00.0000000,2025-10-31 19:36:54.0000000,2025-10-30 04:00:00.0000000,2025-10-10 18:55:29.0000000,,22734907,2027-05-28 04:00:00.0000000,The instrumens are at end of life,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,23ebfc42-b5d1-47ab-a9d4-116e84f2222d
893307c7-78a5-f011-bbd3-7c1e527cd923,"•	Instrument Age & Risk: The legacy instrument coming online in January 2026 is over a decade old, and unsuited for modern, high-sensitivity or orthogonal assay development.
•	Not a Replacement: The new instrument is required in addition to current assets for true enablement of advanced analytical and PAT-driven initiatives.
•	Strategic and Compliance Need: The ability to develop an orthogonal residual HCP MS assay is aligned with regulatory guidance, and is a critical risk mitigation when ELISA reagents are limited.
•	Operational Impact: Direct support for process improvement, product quality, and robust analytical control in development and manufacturing.
•	Business Case: Reduced outsourcing, improved data quality, faster response times, and future readiness for regulatory and market needs.","The lab is setting up an older, used mass spectrometer retired from San Diego, anticipated to be operational in January 2026. This instrument, with its low sensitivity and dated technology, provides only partial support and does not address the need for high-resolution, high mass accuracy analyses. Presently, detection of low-level impurities and development of new high-sensitivity assays (like residual HCP) is not possible. When ELISA reagents are low, investigations and process development are delayed and lack of process quality support.",,"With the addition of a modern, high-sensitivity LC-MS system, our team will:
•	Develop and implement an in-house residual HCP mass spectrometry assay, providing an orthogonal, high-sensitivity alternative to ELISA, crucial in the face of reagent shortages.
•	Provide rapid, robust, near-real-time impurity and intact mass analysis to support PAT, process optimization, and troubleshooting.
•	Eliminate or drastically reduce costly, slow outsourcing for critical assays.
•	Accelerate method development, troubleshooting, and process improvement cycles, benefiting both commercial supply and investigational timelines.
•	Train and upskill staff on industry-standard and regulatory-forward technologies.",Pending,"This need was identified by:
•	Ongoing method development and investigations (e.g., VPRIV N-glycan method development and Elaprase BSA impurity characterization) where advanced MS capabilities are required.
•	Reviews revealing bottlenecks and testing delays when ELISA customized reagents for HCP are low in stock, the team has to seek commercial kits and reagents but the results are not correlated with customized reagents
•	Experience outsourcing peptide mapping mass spectrometric characterization at high cost and significant turnaround (>$37,000 for 4 samples and 3–4 weeks for a single investigation).
•	Regulatory and industry direction favoring advanced PAT, direct MS-based CQAs, and orthogonal method adoption for better risk mitigation.","•	High Outsourcing Costs: Recent outsourcing of four peptide mapping samples to support a single investigation cost over 37,000 dollars, with a 3–4 week turnaround time. 
•	Risk from Reagent Shortage: When ELISA reagents are low, lack of an orthogonal MS-based HCP assay limits our ability to support process and product investigations.
•	Limited Analytical Flexibility: Current legacy equipment cannot meet PAT requirements for rapid, sensitive intact mass and impurity monitoring, or support orthogonal assays.
•	Limited Capacity: Even with the additional legacy instrument, current and future workloads cannot be met efficiently.
•	Professional Growth: Modern technology is needed for team development and retention.",,200 Shire Way,[FY27] - 200SW - MSCI - Mass spectrometer for Manufacturing Sciences Analytical Team,,Simple Project,,,[FY27] - 200SW - MSCI - Mass spectrometer for Manufacturing Sciences Analytical Team,Qi Wang,,1,0,0,2025-10-25 04:00:00.0000000,2025-10-27 04:00:00.0000000,2025-10-20 04:00:00.0000000,2025-10-31 19:40:18.0000000,2025-10-30 04:00:00.0000000,2025-10-15 04:00:00.0000000,,22734893,2027-09-30 04:00:00.0000000,"The Manufacturing Sciences Analytical Team requires a state-of-the-art mass spectrometry system with high sensitivity and mass resolution to meet growing analytical and manufacturing demands. Although we are currently setting up a used mass spectrometer retired from the San Diego site (manufactured in 2012; setup target: January 2026), this instrument will not replace our need for advanced capabilities. A new, modern mass spectrometer is essential for critical investigation work, timely method development, and robust impurity characterization. For example, a high-sensitivity LC-MS-based residual host cell protein (HCP) method is needed to be developed as a powerful orthogonal method to ELISA, especially as availability of ELISA critical reagents is low.",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,0f195c41-30db-4e67-a66e-432eebb93178
97a936b1-44a5-f011-bbd3-7c1e527cd923,,"After Drug Substance freeze down occurs in the CRF (Control Rate Freezers) the bottles are required to be packed and transferred to N. Reading Warehouse due to lack of -80C storage space.  Due to this requirement, bottles sometime need to be packed and transferred during off hours/days.",,"Once DS bottles complete the freeze down process in the CRF, bottles can be transferred into -80 storage freezers.  Transfers can then be scheduled to occur during regular business hours.  Multiple batches could be transferred at the same time, cutting down labor hours and trips with the validated trucks (carbon emission reduction)",Pending,Uptick in production at 400SW and more DS bottles being produced faster,Required overtime for warehouse operations to pack and transfer during off hours/days.  Multiple transfers per week,,400 Shire Way,[FY25] - 400SW - FOF/WOF - QTY (3) New -80 freezers,Warehouse of the Future,Standard Project,,,[FY25] - 400SW - FOF/WOF - QTY (3) New -80 freezers,Terence Jackson,,1,0,0,2025-11-10 05:00:00.0000000,2025-11-15 05:00:00.0000000,2025-10-30 04:00:00.0000000,2025-11-19 21:05:49.0000000,2025-11-18 05:00:00.0000000,2025-10-09 19:22:12.0000000,,22734489,2027-04-01 04:00:00.0000000,Additional storage capacity based on LRF at 400SW,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,47dfdf99-13e2-441c-8c63-abbc31aa7da0
c553121b-dda2-f011-bbd3-7c1e527cd923,"This project idea was cancelled based on discussion with Mike G, Mahesh, Ronn and Misbah","There is not currently a PM assigned to the OpsTrakker paperless migration. Plan is in place to handle first sprint internally, but this support model is not sustainable with current resources.",,Targeted management for large site transformation,Pending,Project requirements,Targeted management for large site transformation,,200 Shire Way; 300 Shire Way; 185 Alewife Brook Parkway; 400 Shire Way; 205 Alewife Brook Parkway; Lexington Campus,[FY26] DDT - OpsTrakker PM,Site Digital Maturity,Just Do It,,,[FY26] DDT - OpsTrakker PM,Mahesh Kulkarni,,1,0,0,2025-10-20 04:00:00.0000000,2025-11-10 05:00:00.0000000,2025-10-08 04:00:00.0000000,2025-11-19 20:28:06.0000000,2025-11-18 05:00:00.0000000,2025-10-07 04:00:00.0000000,,22734477,2026-04-04 04:00:00.0000000,There is not currently a PM assigned to the OpsTrakker paperless migration. Plan is in place to handle first sprint internally.,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,c5b43226-8023-4165-8b39-e0a9dc464fec
b0368723-8d99-f011-b4cc-7c1e527cd923,This will enable harmonization of materials across multiple areas,"Laboratory materials are sourced through two systems with no method to identify common sourced items, which results in inefficiencies and excess spend.
This impacts Quality/RD functions, Operations, and Procurement.  It is considered a ""Day 1"" problem.",,Optimized inventory management and procurement processes enabling clear flow of information between Procurement to use in both laboratory spaces and manufacturing with updated supplier negotiations based on true MBO volumes.,Pending,Evaluation and analysis of spend/P&L by department. It was discovered that there was information missing which prevents us to leverage/negotiate with suppliers.,"There is a baseline ~$10million in spend across Quality, Supply Chain, Manufacturing Sciences, and Production.  Estimated 2% cost reduction.",,300 Shire Way; Belmont Warehouse; 400 Shire Way; 205 Alewife Brook Parkway; North Reading Warehouse,MBO - PROC - Lab Supplies Harmonization,Procurement,Simple Project,,,MBO - PROC - Lab Supplies Harmonization,Ishua Oronoz,,1,0,0,2025-11-10 05:00:00.0000000,2025-12-01 05:00:00.0000000,2025-10-15 04:00:00.0000000,2025-12-04 00:53:33.0000000,2025-12-02 05:00:00.0000000,2025-09-25 04:00:00.0000000,,22734473,2026-03-31 04:00:00.0000000,Lack of harmonization of material descriptions prevents accurate inventory and prevents volume negotiation leverage with suppliers.,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,c49a9d8d-25a3-494b-a0d1-5156d41a8a36
3ee81ccb-db9e-f011-b41b-7c1e5246e632,"Looking to eliminate business risk, by having Autoclove 15 and Washer 10 replaced","Washer 10 is obselete, difficult sourcing parts and maintaining.

Autoclave 15 focused sustainability",,Looking to replace equipment. Washer 10 looking to replace from obsolete.,Pending,"Washer 10 was identified by manufacturing. Autoclave 15 was discovered by Plant Engineering,",Both Washer 10 and Autoclave are used in 300SW QC,,300 Shire Way; 400 Shire Way; North Reading Warehouse,[FY26] - 300SW - AIMP QC Autoclave and Washer Replacement,Quality,Standard Project,,,[FY26] - 300SW - AIMP QC Autoclave and Washer Replacement,Michael Allen,,1,0,0,2025-10-15 04:00:00.0000000,2025-10-20 04:00:00.0000000,2025-10-06 04:00:00.0000000,2025-10-31 19:48:04.0000000,2025-10-30 04:00:00.0000000,2025-10-02 04:00:00.0000000,,22734465,2027-03-31 04:00:00.0000000,"Aligns with FY26 end date. Reduces business risk in replacing aged, underperforming and obsolete units.",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,df5ec455-709c-4745-9a0e-83ee131763b6
cbb9b5da-79ab-f011-bbd3-6045bddb6d09,,"Takeda spends approximately 1.5M USD / year on Existing ILC Dover bags for 5L, 10L and 25L BRX operations.",thomas.johnson2@takeda.com; minhazuddin.mohammed@takeda.com; patricia.fennell@takeda.com,"Transition to 5, 10, and 25kgs EziDock bags which are cheaper and easier to handle.",Pending,Linda Donnelly has been working on continuous improvements in the central ops area,"Alternative vendor bags cost ~800k less per year based on existing BRX capabilities.  As BRX volumes increase, this savings will also be increased.",,400 Shire Way,[OPEX]  - 400SW - INNOV - Weigh & Dispense Bags Improvement (ILC Dover Alternative),Operational Improvements,Standard Project,,,[OPEX]  - 400SW - INNOV - Weigh & Dispense Bags Improvement (ILC Dover Alternative),Terence Jackson,,1,0,0,2025-11-10 05:00:00.0000000,2025-11-15 05:00:00.0000000,2025-10-25 04:00:00.0000000,2025-11-21 16:30:06.0000000,2025-11-20 05:00:00.0000000,2025-10-17 16:54:14.0000000,,22734461,2026-04-15 04:00:00.0000000,Estimated turnover time,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,47dfdf99-13e2-441c-8c63-abbc31aa7da0
69d16c7d-98a3-f011-bbd3-6045bddb6d09,We will be able to integrate this project with MES,NC202 uses different methods for counting cells compared to other cell counters that are use in clinical as well as commercial cell banking.  This necessitates additional studies in order to transfer programs to cell bank MFG at 200SW.,edward.castronova@takeda.com,Nova Flex 2 Commissioned and Qualified for all CB MFG,Pending,"User Feedback (2) Deviations 
1 commercial PR 4981405
1 clinical PR 5003827",Creating deviations/ creating additional cost and wait time due to additional studies,,200 Shire Way,[FY26] - 200SW - INNOV - Nova Flex 2 Cell Counter,Continuous Improvement & Innovation,Standard Project,,,[FY26] - 200SW - INNOV - Nova Flex 2 Cell Counter,Rana Awwad,,1,0,0,2025-10-25 04:00:00.0000000,2025-11-05 05:00:00.0000000,2025-10-12 04:00:00.0000000,2025-11-19 21:05:19.0000000,2025-11-18 05:00:00.0000000,2025-10-08 04:00:00.0000000,,22734457,2026-03-30 04:00:00.0000000,Alotted timeline,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,9eab8780-2663-4569-adea-8286ce82ae07
09410908-179b-f011-b4cc-6045bddb6d09,"•	Instrument reliability: The current two UPLC instruments are more than ten years old, raising the risk of instrument failure and extended downtime due to aging hardware.
•	Risk if not purchased: Ongoing analytical delays may affect critical project timelines and deliverables.
•	Unsustainable current state: As project volume grows and demand for specialized methods increases, continued reliance on shared, repurposed instruments will exacerbate delays.","At present, the lab has three UPLC instruments, two of them retired from PharmSci and more than 10 years old. Two are dedicated to organic mobile phase workflows (VPRIV N-glycan development and TAK-079/TAK-743 protein carryover methods), while the third is paired with the mass spectrometer. The advanced age of these instruments increases their likelihood of failure, adding further risk of downtime and unplanned maintenance. There is no instrument available for salt-based analytical methods required for new and ongoing projects. The team has been borrowing UPLC time from PharmSci, introducing scheduling conflicts and significant delays in project execution.",,"With the dedicated Acquity UPLC, the MS Analytical Team will:
Eliminate dependency on PharmSci UPLCs for salt-based methods.
Enable parallel analysis of critical assays (e.g., titer and SEC for TAK-079, second-gen titer for TAK-743).
Increase throughput and reduce delays for all supported projects.
Maintain high-quality, reproducible analytical results and meet program timelines for tech transfer and process development.",Pending,"The constraint was identified during project planning and resource mapping for TAK-079 tech transfer. Instrument utilization reviews showed that current UPLC resources are fully allocated. Feedback from both the MS Analytical Team and PharmSci highlighted frequent scheduling conflicts and delays caused by instrument sharing, confirming that capacity is severely constrained.","Borrowing UPLC instruments leads to scheduling issues, bottlenecks, and project lag. Without timely analytical data, process development and investigation support are risking delays. Frequent reconfiguration increased risk of mistakes or instrument-related issues. The age of existing instruments increases the probability of unexpected failures, jeopardizing project timelines.",,200 Shire Way,[FY26] - 200SW - MSCI - Acquity UPLC for MS Analytical Team,Manufacturing Sciences,Simple Project,,,[FY26] - 200SW - MSCI - Acquity UPLC for MS Analytical Team,Qi Wang,,1,0,0,2025-10-10 04:00:00.0000000,2025-10-20 04:00:00.0000000,2025-10-06 04:00:00.0000000,2025-10-31 19:50:42.0000000,2025-10-30 04:00:00.0000000,2025-09-27 04:00:00.0000000,,22734453,2026-03-31 04:00:00.0000000,"The acquisition of an Acquity UPLC is urgently required by the MS Analytical Team to support increased workload from new projects, specifically, the TAK-079 tech transfer and TAK-743 process development. Currently, existing UPLC instruments in the lab are allocated to organic mobile phase applications (VPRIV N-glycan method development, TAK-079 and TAK-743 protein carryover, and mass spectrometry workflows). Without a dedicated, salt-compatible UPLC, critical analytical activities, including titer and SEC methods for TAK-079 and the second-generation titer analysis for TAK-743, cannot be performed in a timely or consistent manner. Delays in acquiring this capability will directly impact process development and investigation support, potentially endangering key project timelines.",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,0f195c41-30db-4e67-a66e-432eebb93178
c9bf4c0a-b59f-f011-b41c-002248276c98,Project is likely a single line item capex purchase where FAC would manage the vendor repair/replacement through the capex budget. Quote for repair is $30k. Equipment is almost 20 years old. Replacement may be more appropriate. Actively working on getting a quote.,Equipment has an outstanding quote for 30k of vendor repairs,,Repaired or replaced crane,Pending,Vendor PMs,Crane is needed to support various maintenance activities,,North Reading Warehouse,[FY26] - 200RPD - AIMP - Electrical Hoist Repair or Replacement,Asset Investment Management Program,Standard Project,,,[FY26] - 200RPD - AIMP - Electrical Hoist Repair or Replacement,Michael Allen,,1,0,0,2025-10-15 04:00:00.0000000,2025-10-20 04:00:00.0000000,2025-10-10 04:00:00.0000000,2025-10-31 19:47:16.0000000,2025-10-30 04:00:00.0000000,2025-10-03 04:00:00.0000000,,22734441,2027-03-31 04:00:00.0000000,Aligns with end of FY 26,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,df5ec455-709c-4745-9a0e-83ee131763b6
f065cc64-5cab-f011-bbd3-002248271486,,"OpU Discard Reduction SPOT Project - 1057629

From Fiscal Years 2020 to 2024, the Biologics Operating Unit has experienced an average discard rate of approximately 5% across its internal and external manufacturing network. The primary contributors to these losses are:
- Out of Specification (OOS) results
- Excess or obsolete inventory
- Short-dated or expired product
- Contamination
These discards represent significant financial losses, inefficient use of manufacturing capacity, and increased variability in supply reliability. Current discard performance varies by site, and there is limited standardization in how discard drivers are categorized, tracked, and addressed across the network.",,Discard Reductions from 5% to 2%,Pending,OpU initiative - -  Discard Reduction SPOT Project - 1057629,Reduce number of discards,,200 Shire Way; 185 Alewife Brook Parkway; Belmont Warehouse; 400 Shire Way; Lexington Campus; North Reading Warehouse,[OPEX] - MBO Discard Reductions from 5% to 2%,,Standard Project,,,[OPEX] - MBO Discard Reductions from 5% to 2%,Maggie Seibel,,1,0,0,2025-10-25 04:00:00.0000000,2025-10-30 04:00:00.0000000,2025-10-20 04:00:00.0000000,2025-11-04 21:19:53.0000000,2025-11-03 05:00:00.0000000,2025-10-17 13:23:25.0000000,,22734437,2025-10-28 04:00:00.0000000,"The Discard Reduction Initiative for FY25 and FY26 has officially begun with a successful initial workshop in MA Bio Ops, involving both OpU and the global team representatives.  Site QSIs are responsible for tracking value creation and actively participating in the implementation of the workstreams at each site. This record MUST be linked to the OpU Discard Reduction SPOT Project - 1057629.",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,daf1bf4e-9ac8-4e93-b50e-54b0dc21e997
